cell_index,orginal_cell_index,cell_type,coordinates,neighbors,velocity,midpoint,area,oil_amount,scaled_normals
18,118,Sim_Line,"[(np.float64(0.73927006093826), np.float64(0.7604847305378872)), (np.float64(0.7217900519621192), np.float64(0.7512742502258075))]",,[ 0.60977348 -0.73053006],"[np.float64(0.7305300564501895), np.float64(0.7558794903818473)]",0.0,0.0,[]
19,119,Sim_Line,"[(np.float64(0.7217900519621192), np.float64(0.7512742502258075)), (np.float64(0.7039889299001487), np.float64(0.7427001020157205))]",,[ 0.60440928 -0.71288949],"[np.float64(0.712889490931134), np.float64(0.746987176120764)]",0.0,0.0,[]
20,120,Sim_Line,"[(np.float64(0.7039889299001487), np.float64(0.7427001020157205)), (np.float64(0.6859415783102626), np.float64(0.7346562551227184))]",,[ 0.59968513 -0.69496525],"[np.float64(0.6949652541052056), np.float64(0.7386781785692194)]",0.0,0.0,[]
21,121,Sim_Line,"[(np.float64(0.6859415783102626), np.float64(0.7346562551227184)), (np.float64(0.6677245264187263), np.float64(0.7270037352067374))]",,[ 0.59546338 -0.67683305],"[np.float64(0.6768330523644944), np.float64(0.7308299951647279)]",0.0,0.0,[]
22,122,Sim_Line,"[(np.float64(0.6677245264187263), np.float64(0.7270037352067374)), (np.float64(0.6494054768863092), np.float64(0.7195982447340754))]",,[ 0.59158799 -0.658565  ],"[np.float64(0.6585650016525177), np.float64(0.7233009899704064)]",0.0,0.0,[]
23,123,Sim_Line,"[(np.float64(0.6494054768863092), np.float64(0.7195982447340754)), (np.float64(0.6310386733494623), np.float64(0.7123118137436615))]",,[ 0.58791061 -0.64022208],"[np.float64(0.6402220751178858), np.float64(0.7159550292388684)]",0.0,0.0,[]
24,124,Sim_Line,"[(np.float64(0.6310386733494623), np.float64(0.7123118137436615)), (np.float64(0.6126647555508631), np.float64(0.7050433185261064))]",,[ 0.58430722 -0.62185171],"[np.float64(0.6218517144501627), np.float64(0.7086775661348839)]",0.0,0.0,[]
25,125,Sim_Line,"[(np.float64(0.6126647555508631), np.float64(0.7050433185261064)), (np.float64(0.5942890895379692), np.float64(0.6977798963236662))]",,[ 0.58071622 -0.60347692],"[np.float64(0.6034769225444161), np.float64(0.7014116074248863)]",0.0,0.0,[]
26,126,Sim_Line,"[(np.float64(0.5942890895379692), np.float64(0.6977798963236662)), (np.float64(0.5756401493385259), np.float64(0.6912546388423595))]",,[ 0.57752434 -0.58496462],"[np.float64(0.5849646194382476), np.float64(0.6945172675830129)]",0.0,0.0,[]
27,127,Sim_Line,"[(np.float64(0.5756401493385259), np.float64(0.6912546388423595)), (np.float64(0.5567557206809717), np.float64(0.6854425958980006))]",,[ 0.57510903 -0.56619794],"[np.float64(0.5661979350097488), np.float64(0.68834861737018)]",0.0,0.0,[]
28,128,Sim_Line,"[(np.float64(0.5567557206809717), np.float64(0.6854425958980006)), (np.float64(0.5377306687546521), np.float64(0.6801072241478353))]",,[ 0.57332627 -0.54724319],"[np.float64(0.5472431947178119), np.float64(0.6827749100229179)]",0.0,0.0,[]
29,129,Sim_Line,"[(np.float64(0.5377306687546521), np.float64(0.6801072241478353)), (np.float64(0.5186213504890096), np.float64(0.6750812183401058))]",,[ 0.57195902 -0.52817601],"[np.float64(0.5281760096218309), np.float64(0.6775942212439705)]",0.0,0.0,[]
30,130,Sim_Line,"[(np.float64(0.5186213504890096), np.float64(0.6750812183401058)), (np.float64(0.4994651205272779), np.float64(0.6702366823113188))]",,[ 0.5708503  -0.50904324],"[np.float64(0.5090432355081438), np.float64(0.6726589503257123)]",0.0,0.0,[]
31,131,Sim_Line,"[(np.float64(0.4994651205272779), np.float64(0.6702366823113188)), (np.float64(0.480289786748003), np.float64(0.6654681929272125))]",,[ 0.56987695 -0.48987745],"[np.float64(0.48987745363764046), np.float64(0.6678524376192656)]",0.0,0.0,[]
32,132,Sim_Line,"[(np.float64(0.480289786748003), np.float64(0.6654681929272125)), (np.float64(0.46111884255256), np.float64(0.6606821129903381))]",,[ 0.56893429 -0.47070431],"[np.float64(0.4707043146502815), np.float64(0.6630751529587753)]",0.0,0.0,[]
33,133,Sim_Line,"[(np.float64(0.46111884255256), np.float64(0.6606821129903381)), (np.float64(0.4419749998381297), np.float64(0.6557889303540868))]",,[ 0.56792614 -0.45154692],"[np.float64(0.4515469211953449), np.float64(0.6582355216722124)]",0.0,0.0,[]
34,134,Sim_Line,"[(np.float64(0.4419749998381297), np.float64(0.6557889303540868)), (np.float64(0.4228832014504957), np.float64(0.6506967961969375))]",,[ 0.56675704 -0.4324291 ],"[np.float64(0.4324291006443127), np.float64(0.6532428632755122)]",0.0,0.0,[]
35,135,Sim_Line,"[(np.float64(0.4228832014504957), np.float64(0.6506967961969375)), (np.float64(0.4038740091423757), np.float64(0.6453050154139605))]",,[ 0.56532518 -0.41337861],"[np.float64(0.41337860529643566), np.float64(0.648000905805449)]",0.0,0.0,[]
36,136,Sim_Line,"[(np.float64(0.4038740091423757), np.float64(0.6453050154139605)), (np.float64(0.3849883065798153), np.float64(0.6394963172060978))]",,[ 0.56351443 -0.39443116],"[np.float64(0.3944311578610955), np.float64(0.6424006663100291)]",0.0,0.0,[]
37,137,Sim_Line,"[(np.float64(0.3849883065798153), np.float64(0.6394963172060978)), (np.float64(0.3662848739246213), np.float64(0.6331264787420662))]",,[ 0.56118408 -0.37563659],"[np.float64(0.3756365902522183), np.float64(0.636311397974082)]",0.0,0.0,[]
38,138,Sim_Line,"[(np.float64(0.3662848739246213), np.float64(0.6331264787420662)), (np.float64(0.3478537595673353), np.float64(0.6260092270682434))]",,[ 0.55815399 -0.35706932],"[np.float64(0.3570693167459783), np.float64(0.6295678529051547)]",0.0,0.0,[]
39,139,Sim_Line,"[(np.float64(0.3478537595673353), np.float64(0.6260092270682434)), (np.float64(0.3298417399547587), np.float64(0.6178934386137169))]",,[ 0.55418178 -0.33884775],"[np.float64(0.338847749761047), np.float64(0.6219513328409801)]",0.0,0.0,[]
40,140,Sim_Line,"[(np.float64(0.3298417399547587), np.float64(0.6178934386137169)), (np.float64(0.312503854467203), np.float64(0.6084295681114925))]",,[ 0.54892694 -0.3211728 ],"[np.float64(0.32117279721098085), np.float64(0.6131615033626048)]",0.0,0.0,[]
41,141,Sim_Line,"[(np.float64(0.312503854467203), np.float64(0.6084295681114925)), (np.float64(0.2962971692339025), np.float64(0.5971485344240618))]",,[ 0.54190895 -0.30440051],"[np.float64(0.3044005118505527), np.float64(0.6027890512677772)]",0.0,0.0,[]
42,142,Sim_Line,"[(np.float64(0.2962971692339025), np.float64(0.5971485344240618)), (np.float64(0.2814852870040137), np.float64(0.5840846605269954))]",,[ 0.53283835 -0.28889123],"[np.float64(0.28889122811895807), np.float64(0.5906165974755286)]",0.0,0.0,[]
43,143,Sim_Line,"[(np.float64(0.2814852870040137), np.float64(0.5840846605269954)), (np.float64(0.2681350503864397), np.float64(0.569529443297847))]",,[ 0.52184502 -0.27481017],"[np.float64(0.2748101686952267), np.float64(0.5768070519124212)]",0.0,0.0,[]
44,144,Sim_Line,"[(np.float64(0.2681350503864397), np.float64(0.569529443297847)), (np.float64(0.2563020938424942), np.float64(0.5537144297865185))]",,[ 0.50917822 -0.26221857],"[np.float64(0.262218572114467), np.float64(0.5616219365421828)]",0.0,0.0,[]
45,145,Sim_Line,"[(np.float64(0.2563020938424942), np.float64(0.5537144297865185)), (np.float64(0.2459494793660373), np.float64(0.5368912837374019))]",,[ 0.4950777  -0.25112579],"[np.float64(0.25112578660426577), np.float64(0.5453028567619602)]",0.0,0.0,[]
46,146,Sim_Line,"[(np.float64(0.2459494793660373), np.float64(0.5368912837374019)), (np.float64(0.2369659820777396), np.float64(0.5192971787296798))]",,[ 0.47980269 -0.24145773],"[np.float64(0.24145773072188847), np.float64(0.5280942312335408)]",0.0,0.0,[]
47,147,Sim_Line,"[(np.float64(0.2369659820777396), np.float64(0.5192971787296798)), (np.float64(0.2291919235054277), np.float64(0.5011348025338745))]",,[ 0.4636002  -0.23307895],"[np.float64(0.23307895279158364), np.float64(0.5102159906317771)]",0.0,0.0,[]
48,148,Sim_Line,"[(np.float64(0.2291919235054277), np.float64(0.5011348025338745)), (np.float64(0.2224415114196552), np.float64(0.4825664722472581))]",,[ 0.44668729 -0.22581672],"[np.float64(0.22581671746254145), np.float64(0.49185063739056634)]",0.0,0.0,[]
49,149,Sim_Line,"[(np.float64(0.2224415114196552), np.float64(0.4825664722472581)), (np.float64(0.2165167686664105), np.float64(0.4637175653266177))]",,[ 0.42924619 -0.21947914],"[np.float64(0.21947914004303287), np.float64(0.4731420187869379)]",0.0,0.0,[]
50,150,Sim_Line,"[(np.float64(0.2165167686664105), np.float64(0.4637175653266177)), (np.float64(0.2112123814496101), np.float64(0.4446841323430527))]",,[ 0.41142793 -0.21386458],"[np.float64(0.21386457505801032), np.float64(0.4542008488348352)]",0.0,0.0,[]
51,151,Sim_Line,"[(np.float64(0.2112123814496101), np.float64(0.4446841323430527)), (np.float64(0.206312435426335), np.float64(0.4255421649032369))]",,[ 0.39336067 -0.20876241],"[np.float64(0.20876240843797256), np.float64(0.43511314862314476)]",0.0,0.0,[]
52,152,Sim_Line,"[(np.float64(0.206312435426335), np.float64(0.4255421649032369)), (np.float64(0.2015790548632801), np.float64(0.4063581376020715))]",,[ 0.375161   -0.20394575],"[np.float64(0.20394574514480757), np.float64(0.4159501512526542)]",0.0,0.0,[]
53,153,Sim_Line,"[(np.float64(0.2015790548632801), np.float64(0.4063581376020715)), (np.float64(0.1975573470104415), np.float64(0.3870273158623961))]",,[ 0.35677909 -0.1995682 ],"[np.float64(0.19956820093686078), np.float64(0.39669272673223377)]",0.0,0.0,[]
54,154,Sim_Line,"[(np.float64(0.1975573470104415), np.float64(0.3870273158623961)), (np.float64(0.1965156224290612), np.float64(0.3673130353120554))]",,[ 0.33776288 -0.19703648],"[np.float64(0.19703648471975135), np.float64(0.37717017558722576)]",0.0,0.0,[]
55,155,Sim_Line,"[(np.float64(0.1965156224290612), np.float64(0.3673130353120554)), (np.float64(0.1979295394117539), np.float64(0.3476129796829487))]",,[ 0.31801849 -0.19722258],"[np.float64(0.19722258092040756), np.float64(0.35746300749750204)]",0.0,0.0,[]
56,156,Sim_Line,"[(np.float64(0.1979295394117539), np.float64(0.3476129796829487)), (np.float64(0.2009069751768391), np.float64(0.3280820135841972))]",,[ 0.29796385 -0.19941826],"[np.float64(0.1994182572942965), np.float64(0.33784749663357294)]",0.0,0.0,[]
57,157,Sim_Line,"[(np.float64(0.2009069751768391), np.float64(0.3280820135841972)), (np.float64(0.2045897845693704), np.float64(0.3086691216921882))]",,[ 0.27782589 -0.20274838],"[np.float64(0.20274837987310473), np.float64(0.3183755676381927)]",0.0,0.0,[]
58,158,Sim_Line,"[(np.float64(0.2045897845693704), np.float64(0.3086691216921882)), (np.float64(0.2081721493023945), np.float64(0.2892378008557938))]",,[ 0.25767727 -0.20638097],"[np.float64(0.20638096693588245), np.float64(0.29895346127399103)]",0.0,0.0,[]
59,159,Sim_Line,"[(np.float64(0.2081721493023945), np.float64(0.2892378008557938)), (np.float64(0.2108394541086238), np.float64(0.2696632241113941))]",,[ 0.23754935 -0.2095058 ],"[np.float64(0.20950580170550914), np.float64(0.279450512483594)]",0.0,0.0,[]
60,160,Sim_Line,"[(np.float64(0.2108394541086238), np.float64(0.2696632241113941)), (np.float64(0.2117177048216702), np.float64(0.2499340653539222))]",,[ 0.21754293 -0.21127858],"[np.float64(0.211278579465147), np.float64(0.2597986447326581)]",0.0,0.0,[]
61,161,Sim_Line,"[(np.float64(0.2117177048216702), np.float64(0.2499340653539222)), (np.float64(0.2099293480951016), np.float64(0.2302758426094792))]",,[ 0.19794025 -0.21082353],"[np.float64(0.21082352645838592), np.float64(0.2401049539817007)]",0.0,0.0,[]
62,162,Sim_Line,"[(np.float64(0.2099293480951016), np.float64(0.2302758426094792)), (np.float64(0.204845809878549), np.float64(0.2112094480956885))]",,[ 0.17926513 -0.20738758],"[np.float64(0.2073875789868253), np.float64(0.22074264535258387)]",0.0,0.0,[]
63,163,Sim_Line,"[(np.float64(0.204845809878549), np.float64(0.2112094480956885)), (np.float64(0.196454881134855), np.float64(0.1933452513181302))]",,[ 0.16214728 -0.20065035],"[np.float64(0.200650345506702), np.float64(0.20227734970690936)]",0.0,0.0,[]
64,164,Sim_Line,"[(np.float64(0.196454881134855), np.float64(0.1933452513181302)), (np.float64(0.1858032424111281), np.float64(0.1767134379517483))]",,[ 0.14680353 -0.19112906],"[np.float64(0.19112906177299155), np.float64(0.18502934463493925)]",0.0,0.0,[]
65,165,Sim_Line,"[(np.float64(0.1858032424111281), np.float64(0.1767134379517483)), (np.float64(0.1737123055985605), np.float64(0.161091057447404))]",,[ 0.13295069 -0.17975777],"[np.float64(0.1797577740048443), np.float64(0.16890224769957615)]",0.0,0.0,[]
66,166,Sim_Line,"[(np.float64(0.1737123055985605), np.float64(0.161091057447404)), (np.float64(0.1606433208384613), np.float64(0.146274265169461))]",,[ 0.1202471  -0.16717781],"[np.float64(0.16717781321851088), np.float64(0.1536826613084325)]",0.0,0.0,[]
67,167,Sim_Line,"[(np.float64(0.1606433208384613), np.float64(0.146274265169461)), (np.float64(0.146894961436535), np.float64(0.1320840241815069))]",,[ 0.10842532 -0.15376914],"[np.float64(0.15376914113749815), np.float64(0.13917914467548392)]",0.0,0.0,[]
68,168,Sim_Line,"[(np.float64(0.146894961436535), np.float64(0.1320840241815069)), (np.float64(0.1326689048343172), np.float64(0.1183718421502642))]",,[ 0.09727155 -0.13978193],"[np.float64(0.13978193313542608), np.float64(0.12522793316588554)]",0.0,0.0,[]
69,169,Sim_Line,"[(np.float64(0.1326689048343172), np.float64(0.1183718421502642)), (np.float64(0.1181085214434159), np.float64(0.1050146948586946))]",,[ 0.08661553 -0.12538871],"[np.float64(0.12538871313886654), np.float64(0.11169326850447939)]",0.0,0.0,[]
70,170,Sim_Line,"[(np.float64(0.1181085214434159), np.float64(0.1050146948586946)), (np.float64(0.103321698050221), np.float64(0.09190837214815784))]",,[ 0.07631851 -0.11071511],"[np.float64(0.11071510974681845), np.float64(0.09846153350342621)]",0.0,0.0,[]
71,171,Sim_Line,"[(np.float64(0.103321698050221), np.float64(0.09190837214815784)), (np.float64(0.08839487884037234), np.float64(0.07896155519514064))]",,[ 0.06626331 -0.09585829],"[np.float64(0.09585828844529667), np.float64(0.08543496367164924)]",0.0,0.0,[]
72,172,Sim_Line,"[(np.float64(0.08839487884037234), np.float64(0.07896155519514064)), (np.float64(0.07340230880347914), np.float64(0.06609086581789075))]",,[ 0.05634649 -0.08089859],"[np.float64(0.08089859382192574), np.float64(0.0725262105065157)]",0.0,0.0,[]
73,173,Sim_Line,"[(np.float64(0.07340230880347914), np.float64(0.06609086581789075)), (np.float64(0.05841278325807849), np.float64(0.05321663357527053))]",,[ 0.04647224 -0.06590755],"[np.float64(0.06590754603077882), np.float64(0.059653749696580646)]",0.0,0.0,[]
74,174,Sim_Line,"[(np.float64(0.05841278325807849), np.float64(0.05321663357527053)), (np.float64(0.043495346558374), np.float64(0.0402590172681114))]",,[ 0.03654701 -0.05095406],"[np.float64(0.050954064908226245), np.float64(0.04673782542169097)]",0.0,0.0,[]
75,175,Sim_Line,"[(np.float64(0.043495346558374), np.float64(0.0402590172681114)), (np.float64(0.02872503566219557), np.float64(0.02713410803354789))]",,[ 0.02647452 -0.03611019],"[np.float64(0.03611019111028478), np.float64(0.033696562650829646)]",0.0,0.0,[]
76,176,Sim_Line,"[(np.float64(0.02872503566219557), np.float64(0.02713410803354789)), (np.float64(0.01418978731003199), np.float64(0.01374964788823962))]",,[ 0.0161504  -0.02145741],"[np.float64(0.02145741148611378), np.float64(0.020441877960893754)]",0.0,0.0,[]
77,177,Sim_Line,"[(np.float64(0.01418978731003199), np.float64(0.01374964788823962)), (np.float64(-0.0), np.float64(-0.0))]",,[ 0.00545585 -0.00709489],"[np.float64(0.007094893655015995), np.float64(0.00687482394411981)]",0.0,0.0,[]
0,178,Sim_Triangle,"[(np.float64(0.1858032424111281), np.float64(0.1767134379517483)), (np.float64(0.1938399691927621), np.float64(0.1595934516529782)), (np.float64(0.2094315843732516), np.float64(0.1761166330008193))]","[{214: [np.int64(212), np.int64(1119)]}, {255: [np.int64(170), np.int64(1119)]}, {2549: [np.int64(170), np.int64(212)]}]",[ 0.13153619 -0.19635827],"[np.float64(0.19635826532571396), np.float64(0.17080784086851528)]",0.00019986026616083296,1.010163302969964e-14,"[{2549: array([-0.01711999, -0.00803673])}, {214: array([ 0.01652318, -0.01559162])}, {255: array([0.0005968 , 0.02362834])}]"
1,179,Sim_Triangle,"[(np.float64(0.2530394747831157), np.float64(0.06379443379719449)), (np.float64(0.2381386489544356), np.float64(0.07697796193028068)), (np.float64(0.2333702671116673), np.float64(0.05506769416756954))]","[{216: [np.int64(696), np.int64(1188)]}, {241: [np.int64(768), np.int64(1188)]}, {2758: [np.int64(696), np.int64(768)]}]",[ 0.0169768  -0.24151613],"[np.float64(0.24151613028307287), np.float64(0.0652800299650149)]",0.00019467258998266847,2.847974270177572e-07,"[{2758: array([0.01318353, 0.01490083])}, {216: array([-0.02191027,  0.00476838])}, {241: array([ 0.00872674, -0.01966921])}]"
2,180,Sim_Triangle,"[(np.float64(0.6445765460150196), np.float64(0.6975089494962298)), (np.float64(0.645068249744219), np.float64(0.6728886560249627)), (np.float64(0.6644375471252035), np.float64(0.6859952042278767))]","[{196: [np.int64(190), np.int64(1142)]}, {375: [np.int64(1142), np.int64(1143)]}, {398: [np.int64(190), np.int64(1143)]}]",[ 0.55519211 -0.65136078],"[np.float64(0.6513607809614806), np.float64(0.6854642699163565)]",0.00024166116224019437,2.0410699552915183e-63,"[{196: array([-0.02462029, -0.0004917 ])}, {375: array([ 0.01310655, -0.0193693 ])}, {398: array([0.01151375, 0.019861  ])}]"
3,181,Sim_Triangle,"[(np.float64(0.3000504539676603), np.float64(0.04027447112395477)), (np.float64(0.2936703979491415), np.float64(0.01899881341672194)), (np.float64(0.3145060822240103), np.float64(0.02722826531157556))]","[{233: [np.int64(1102), np.int64(207)]}, {238: [np.int64(1100), np.int64(207)]}, {2720: [np.int64(1100), np.int64(1102)]}]",[-0.03171461 -0.30274231],"[np.float64(0.3027423113802707), np.float64(0.028833849950750754)]",0.00019539426131860496,0.00011311275461671042,"[{238: array([-0.02127566,  0.00638006])}, {233: array([ 0.00822945, -0.02083568])}, {2720: array([0.01304621, 0.01445563])}]"
4,182,Sim_Triangle,"[(np.float64(0.1815720492276066), np.float64(0.06122382358191661)), (np.float64(0.1624673837929141), np.float64(0.05584601631016865)), (np.float64(0.1794644177399278), np.float64(0.0391145362088302))]","[{223: [np.int64(833), np.int64(1223)]}, {224: [np.int64(821), np.int64(1223)]}, {2234: [np.int64(833), np.int64(821)]}]",[ 0.0171612  -0.17450128],"[np.float64(0.17450128358681616), np.float64(0.05206145870030515)]",0.00020552805116084185,8.269587076030241e-12,"[{2234: array([-0.00537781,  0.01910467])}, {223: array([-0.01673148, -0.01699703])}, {224: array([ 0.02210929, -0.00210763])}]"
5,183,Sim_Triangle,"[(np.float64(0.1556465681837), np.float64(0.1106309812213813)), (np.float64(0.172020805366751), np.float64(0.09516749205930286)), (np.float64(0.1750373208449997), np.float64(0.1119839149461382))]","[{190: [np.int64(217), np.int64(1087)]}, {236: [np.int64(217), np.int64(1782)]}, {3509: [np.int64(1782), np.int64(1087)]}]",[ 0.07241382 -0.16756823],"[np.float64(0.16756823146515024), np.float64(0.10592746274227412)]",0.0001610009756623348,1.140636036317123e-15,"[{190: array([-0.01546349, -0.01637424])}, {3509: array([ 0.01681642, -0.00301652])}, {236: array([-0.00135293,  0.01939075])}]"
6,184,Sim_Triangle,"[(np.float64(0.5919650812509698), np.float64(0.6756609493822748)), (np.float64(0.5881273072461878), np.float64(0.6552854814162741)), (np.float64(0.6080242333478606), np.float64(0.6603558913981717))]","[{194: [np.int64(1105), np.int64(220)]}, {199: [np.int64(220), np.int64(1103)]}, {1831: [np.int64(1105), np.int64(1103)]}]",[ 0.54455967 -0.59603887],"[np.float64(0.5960388739483394), np.float64(0.6637674407322401)]",0.00019297504639220235,1.4676134739054938e-54,"[{199: array([-0.02037547,  0.00383777])}, {1831: array([ 0.00507041, -0.01989693])}, {194: array([0.01530506, 0.01605915])}]"
7,185,Sim_Triangle,"[(np.float64(0.6662902119183163), np.float64(0.706898381027748)), (np.float64(0.6644375471252035), np.float64(0.6859952042278767)), (np.float64(0.6878118303638376), np.float64(0.6958883920591569))]","[{213: [np.int64(1659), np.int64(1143)]}, {284: [np.int64(1659), np.int64(1174)]}, {398: [np.int64(1174), np.int64(1143)]}]",[ 0.56169135 -0.67284653],"[np.float64(0.6728465298024524), np.float64(0.6962606591049272)]",0.0002351340071603865,1.243648139517868e-68,"[{398: array([-0.02090318,  0.00185266])}, {213: array([ 0.00989319, -0.02337428])}, {284: array([0.01100999, 0.02152162])}]"
8,186,Sim_Triangle,"[(np.float64(0.9653741574864342), np.float64(0.6999866708678575)), (np.float64(0.9444844144158737), np.float64(0.7110579491073721)), (np.float64(0.9484736560600384), np.float64(0.6900772692169188))]","[{218: [np.int64(1265), np.int64(919)]}, {315: [np.int64(1266), np.int64(919)]}, {983: [np.int64(1265), np.int64(1266)]}]",[ 0.50981848 -0.95277741],"[np.float64(0.9527774093207823), np.float64(0.7003739630640494)]",0.0001970575040750187,4.431618185004683e-81,"[{218: array([0.01107128, 0.02088974])}, {315: array([-0.02098068, -0.00398924])}, {983: array([ 0.0099094, -0.0169005])}]"
