cell_index,orginal_cell_index,cell_type,coordinates,neighbors,velocity,midpoint,area,oil_amount,scaled_normals
759,937,Sim_Triangle,"[(np.float64(0.5258868703795241), np.float64(0.0836378424324341)), (np.float64(0.5119106069436998), np.float64(0.09777230883622728)), (np.float64(0.5066862564531731), np.float64(0.07846396272597671))]","[{770: [np.int64(1625), np.int64(1621)]}, {800: [np.int64(1033), np.int64(1621)]}, {3002: [np.int64(1625), np.int64(1033)]}]",[-0.01634088 -0.51482791],"[np.float64(0.514827911258799), np.float64(0.08662470466487937)]",0.00017185096911846248,2.268141891865077e-05,"[{800: array([0.01413447, 0.01397626])}, {770: array([-0.01930835,  0.00522435])}, {3002: array([ 0.00517388, -0.01920061])}]"
760,938,Sim_Triangle,"[(np.float64(0.4602326306266424), np.float64(0.3697708995547884)), (np.float64(0.4793849678400502), np.float64(0.3749417288384436)), (np.float64(0.4652853179425565), np.float64(0.3889175084338954))]","[{927: [np.int64(801), np.int64(1313)]}, {1015: [np.int64(1312), np.int64(801)]}, {1440: [np.int64(1312), np.int64(1313)]}]",[ 0.28421652 -0.46830097],"[np.float64(0.46830097213641636), np.float64(0.3778767122757092)]",0.00017028786310580138,6.61717079614866e-17,"[{1015: array([ 0.00517083, -0.01915234])}, {1440: array([0.01397578, 0.01409965])}, {927: array([-0.01914661,  0.00505269])}]"
761,939,Sim_Triangle,"[(np.float64(0.4867832998462319), np.float64(0.2696433916900572)), (np.float64(0.5059647184123481), np.float64(0.274825098032636)), (np.float64(0.4918875063230654), np.float64(0.2888496869045877))]","[{907: [np.int64(280), np.int64(1360)]}, {1310: [np.int64(1360), np.int64(278)]}, {1942: [np.int64(280), np.int64(278)]}]",[ 0.17879702 -0.49487851],"[np.float64(0.4948785081938818), np.float64(0.277772725542427)]",0.0001709777442697322,1.3088197463919603e-11,"[{1942: array([ 0.00518171, -0.01918142])}, {907: array([0.01402459, 0.01407721])}, {1310: array([-0.0192063 ,  0.00510421])}]"
762,940,Sim_Triangle,"[(np.float64(1.0), np.float64(0.6599999999991049)), (np.float64(0.9830139429811663), np.float64(0.6705753017452367)), (np.float64(0.9806748464738471), np.float64(0.6494188328328206))]","[{1194: [np.int64(89), np.int64(225)]}, {1418: [np.int64(89), np.int64(1269)]}, {3410: [np.int64(225), np.int64(1269)]}]",[ 0.46241879 -0.98789626],"[np.float64(0.9878962631516711), np.float64(0.6599980448590541)]",0.00019205081932085308,7.692726762290447e-78,"[{1194: array([0.0105753 , 0.01698606])}, {3410: array([-0.02115647,  0.0023391 ])}, {1418: array([ 0.01058117, -0.01932515])}]"
763,941,Sim_Triangle,"[(np.float64(0.2440196140339675), np.float64(0.09700029862694495)), (np.float64(0.2632334606342952), np.float64(0.1021321245433605)), (np.float64(0.2491398748839629), np.float64(0.1162210856584077))]","[{957: [np.int64(705), np.int64(687)]}, {1191: [np.int64(685), np.int64(687)]}, {3029: [np.int64(705), np.int64(685)]}]",[ 0.05469164 -0.25213098],"[np.float64(0.2521309831840752), np.float64(0.10511783627623772)]",0.00017151448311563964,2.2333283643164597e-08,"[{1191: array([ 0.00513183, -0.01921385])}, {3029: array([0.01408896, 0.01409359])}, {957: array([-0.01922079,  0.00512026])}]"
764,942,Sim_Triangle,"[(np.float64(0.3976576915972626), np.float64(0.6026183853433267)), (np.float64(0.3932443083358201), np.float64(0.583025411249462)), (np.float64(0.4122543867023686), np.float64(0.5882000927899592))]","[{861: [np.int64(1320), np.int64(1343)]}, {908: [np.int64(1317), np.int64(1343)]}, {1591: [np.int64(1320), np.int64(1317)]}]",[ 0.51107087 -0.40105213],"[np.float64(0.4010521288784837), np.float64(0.5912812964609159)]",0.00017481306003199845,3.2625537891945194e-36,"[{1591: array([-0.01959297,  0.00441338])}, {908: array([ 0.00517468, -0.01901008])}, {861: array([0.01441829, 0.0145967 ])}]"
765,943,Sim_Triangle,"[(np.float64(0.7379477934843682), np.float64(0.1408170317618284)), (np.float64(0.7572131549570282), np.float64(0.1460342287737061)), (np.float64(0.7430780813540344), np.float64(0.1601099698084205))]","[{959: [np.int64(1418), np.int64(1388)]}, {1396: [np.int64(1418), np.int64(1419)]}, {1565: [np.int64(1419), np.int64(1388)]}]",[-2.28858538e-04 -7.46079677e-01],"[np.float64(0.7460796765984768), np.float64(0.1489870767813183)]",0.00017245985139676849,2.1459129594782385e-11,"[{959: array([ 0.0052172 , -0.01926536])}, {1565: array([0.01407574, 0.01413507])}, {1396: array([-0.01929294,  0.00513029])}]"
766,944,Sim_Triangle,"[(np.float64(0.3541995527518111), np.float64(0.1088505891522601)), (np.float64(0.3593236970528547), np.float64(0.1280917353844805)), (np.float64(0.340105051149186), np.float64(0.1229157610096151))]","[{753: [np.int64(1258), np.int64(652)]}, {1024: [np.int64(570), np.int64(1258)]}, {1083: [np.int64(570), np.int64(652)]}]",[ 0.04971081 -0.35120943],"[np.float64(0.35120943365128393), np.float64(0.11995269518211855)]",0.00017163316831121946,1.3785614824894439e-06,"[{1083: array([ 0.01924115, -0.00512414])}, {753: array([-0.00517597,  0.01921865])}, {1024: array([-0.01406517, -0.0140945 ])}]"
767,945,Sim_Triangle,"[(np.float64(1.0), np.float64(0.8599999999996314)), (np.float64(1.0), np.float64(0.8799999999996841)), (np.float64(0.9828909559666181), np.float64(0.8703612735305919))]","[{93: [np.int64(99), np.int64(100)]}, {752: [np.int64(100), np.int64(236)]}, {912: [np.int64(99), np.int64(236)]}]",[ 0.67126103 -0.99429699],"[np.float64(0.994296985322206), np.float64(0.8701204245099691)]",0.00017109044033426999,2.098226446177041e-119,"[{93: array([ 0.02, -0.  ])}, {752: array([-0.00963873,  0.01710904])}, {912: array([-0.01036127, -0.01710904])}]"
768,946,Sim_Triangle,"[(np.float64(0.8102452000485932), np.float64(0.7496630146360804)), (np.float64(0.8293763411221697), np.float64(0.7548462792644541)), (np.float64(0.8159152774840437), np.float64(0.7685419679326908))]","[{812: [np.int64(858), np.int64(1078)]}, {936: [np.int64(978), np.int64(1078)]}, {1032: [np.int64(978), np.int64(858)]}]",[ 0.5939813  -0.81851227],"[np.float64(0.8185122728849356), np.float64(0.7576837539444085)]",0.00016589320351380248,8.7440768970276e-95,"[{1032: array([ 0.00518326, -0.01913114])}, {812: array([0.01369569, 0.01346106])}, {936: array([-0.01887895,  0.00567008])}]"
769,947,Sim_Triangle,"[(np.float64(0.3068767808506598), np.float64(0.1319321545580626)), (np.float64(0.3259773803266914), np.float64(0.1369752365055607)), (np.float64(0.3121315806618749), np.float64(0.1512547013594163))]","[{628: [np.int64(1260), np.int64(1261)]}, {883: [np.int64(803), np.int64(1260)]}, {3180: [np.int64(803), np.int64(1261)]}]",[ 0.07705498 -0.31499525],"[np.float64(0.314995247279742), np.float64(0.14005403080767986)]",0.00017128592062193852,7.905781352570707e-08,"[{883: array([ 0.00504308, -0.0191006 ])}, {628: array([0.01427946, 0.0138458 ])}, {3180: array([-0.01932255,  0.0052548 ])}]"
770,948,Sim_Triangle,"[(np.float64(0.7795681914598127), np.float64(0.6342729094153079)), (np.float64(0.7987728584983024), np.float64(0.6395239394429915)), (np.float64(0.7846160316570828), np.float64(0.6534524633711806))]","[{729: [np.int64(1579), np.int64(1246)]}, {742: [np.int64(882), np.int64(1246)]}, {2756: [np.int64(882), np.int64(1579)]}]",[ 0.48488597 -0.78765236],"[np.float64(0.7876523605383993), np.float64(0.6424164374098266)]",0.00017091529360923426,2.1481462629407648e-68,"[{742: array([ 0.00525103, -0.01920467])}, {729: array([0.01392852, 0.01415683])}, {2756: array([-0.01917955,  0.00504784])}]"
771,949,Sim_Triangle,"[(np.float64(0.6284471016712994), np.float64(0.2008072605058369)), (np.float64(0.6235437783933465), np.float64(0.1815433062514659)), (np.float64(0.6427336098005578), np.float64(0.1867383117782598))]","[{705: [np.int64(1619), np.int64(527)]}, {782: [np.int64(1641), np.int64(1619)]}, {2978: [np.int64(1641), np.int64(527)]}]",[ 0.06338133 -0.63157483],"[np.float64(0.6315748299550679), np.float64(0.18969629284518752)]",0.0001720996214244941,6.158505505364624e-10,"[{705: array([-0.01926395,  0.00490332])}, {2978: array([ 0.00519501, -0.01918983])}, {782: array([0.01406895, 0.01428651])}]"
772,950,Sim_Triangle,"[(np.float64(0.5799999999988942), np.float64(0.0)), (np.float64(0.5904376887701864), np.float64(0.01663363875497104)), (np.float64(0.5705981439221463), np.float64(0.0156114590862494))]","[{1330: [np.int64(36), np.int64(1367)]}, {1397: [np.int64(208), np.int64(36)]}, {3560: [np.int64(208), np.int64(1367)]}]",[-0.10532069 -0.58034528],"[np.float64(0.5803452775637422), np.float64(0.01074836594707348)]",0.00015966731440744404,0.00010073049714128671,"[{1397: array([ 0.01663364, -0.01043769])}, {3560: array([-0.00102218,  0.01983954])}, {1330: array([-0.01561146, -0.00940186])}]"
773,951,Sim_Triangle,"[(np.float64(0.6364598609030783), np.float64(0.3636091497060562)), (np.float64(0.6223727282209746), np.float64(0.3776432564393681)), (np.float64(0.6172864978152357), np.float64(0.3584531532308927))]","[{1008: [np.int64(370), np.int64(1375)]}, {1157: [np.int64(302), np.int64(1375)]}, {1227: [np.int64(370), np.int64(302)]}]",[ 0.24149391 -0.62537303],"[np.float64(0.6253730289797629), np.float64(0.36656851979210564)]",0.00017085711523270595,1.379266012330095e-17,"[{1227: array([0.01403411, 0.01408713])}, {1008: array([-0.0191901 ,  0.00508623])}, {1157: array([ 0.005156  , -0.01917336])}]"
774,952,Sim_Triangle,"[(np.float64(0.9469176233718968), np.float64(0.5917616739626409)), (np.float64(0.9658772487117668), np.float64(0.5994964332902277)), (np.float64(0.9508334838399947), np.float64(0.6106559277329039))]","[{377: [np.int64(954), np.int64(1277)]}, {3344: [np.int64(954), np.int64(1749)]}, {3592: [np.int64(1749), np.int64(1277)]}]",[ 0.40972945 -0.95454279],"[np.float64(0.9545427853078862), np.float64(0.6006380116619242)]",0.00016396986713973244,1.257864087809554e-68,"[{377: array([ 0.00773476, -0.01895963])}, {3592: array([0.01115949, 0.01504376])}, {3344: array([-0.01889425,  0.00391586])}]"
775,953,Sim_Triangle,"[(np.float64(0.5881789842219738), np.float64(0.5824754645017998)), (np.float64(0.5932686352190748), np.float64(0.6016208561399885)), (np.float64(0.5741310716246324), np.float64(0.5964538689825898))]","[{885: [np.int64(1425), np.int64(1475)]}, {1420: [np.int64(1425), np.int64(549)]}, {1654: [np.int64(1475), np.int64(549)]}]",[ 0.47647815 -0.5851929 ],"[np.float64(0.5851928970218937), np.float64(0.5935167298747926)]",0.00017004899433934015,1.1064653354763218e-41,"[{1420: array([ 0.01914539, -0.00508965])}, {885: array([-0.00516699,  0.01913756])}, {1654: array([-0.0139784 , -0.01404791])}]"
776,954,Sim_Triangle,"[(np.float64(0.3734360163835047), np.float64(0.1140379995078163)), (np.float64(0.3926677846333504), np.float64(0.1192241118080293)), (np.float64(0.3785759558793649), np.float64(0.1332797909230296))]","[{762: [np.int64(568), np.int64(1499)]}, {1286: [np.int64(1499), np.int64(566)]}, {1424: [np.int64(568), np.int64(566)]}]",[ 0.04586865 -0.38155992],"[np.float64(0.38155991896540664), np.float64(0.12218063407962508)]",0.0001716986848837107,3.535365020402943e-06,"[{1424: array([ 0.00518611, -0.01923177])}, {1286: array([0.01405568, 0.01409183])}, {762: array([-0.01924179,  0.00513994])}]"
777,955,Sim_Triangle,"[(np.float64(0.3999636832280464), np.float64(0.03463631693367639)), (np.float64(0.3899908460302713), np.float64(0.01731444231644191)), (np.float64(0.4099542236898055), np.float64(0.01752644465763014))]","[{978: [np.int64(1392), np.int64(1251)]}, {1071: [np.int64(224), np.int64(1251)]}, {1492: [np.int64(224), np.int64(1392)]}]",[-0.05683485 -0.39996958],"[np.float64(0.39996958431604107), np.float64(0.02315906796924948)]",0.00017184442996036702,0.0012035714810578685,"[{1071: array([-0.01732187,  0.00997284])}, {1492: array([ 0.000212  , -0.01996338])}, {978: array([0.01710987, 0.00999054])}]"
778,956,Sim_Triangle,"[(np.float64(0.5086432466092168), np.float64(0.4183776739220294)), (np.float64(0.4945579383227435), np.float64(0.4323168535071888)), (np.float64(0.4895065881210963), np.float64(0.4131960001069679))]","[{672: [np.int64(1649), np.int64(1054)]}, {3020: [np.int64(1593), np.int64(1054)]}, {3123: [np.int64(1593), np.int64(1649)]}]",[ 0.32178299 -0.49756926],"[np.float64(0.4975692576843522), np.float64(0.421296842512062)]",0.0001698673962254318,1.6100331232285428e-19,"[{3020: array([0.01393918, 0.01408531])}, {3123: array([-0.01912085,  0.00505135])}, {672: array([ 0.00518167, -0.01913666])}]"
779,957,Sim_Triangle,"[(np.float64(0.2440196140339675), np.float64(0.09700029862694495)), (np.float64(0.2491398748839629), np.float64(0.1162210856584077)), (np.float64(0.2303074608477458), np.float64(0.1111285967201627))]","[{480: [np.int64(705), np.int64(1220)]}, {868: [np.int64(1220), np.int64(687)]}, {941: [np.int64(705), np.int64(687)]}]",[ 0.05988553 -0.24115565],"[np.float64(0.24115564992189206), np.float64(0.1081166603351718)]",0.00016794947386946388,3.957298303342774e-09,"[{941: array([ 0.01922079, -0.00512026])}, {480: array([-0.00509249,  0.01883241])}, {868: array([-0.0141283 , -0.01371215])}]"
780,958,Sim_Triangle,"[(np.float64(0.5837173831997384), np.float64(0.09921490433703914)), (np.float64(0.5696789209878512), np.float64(0.1133379784631296)), (np.float64(0.5644828353364525), np.float64(0.09399926724148941))]","[{821: [np.int64(1603), np.int64(1597)]}, {878: [np.int64(1597), np.int64(1031)]}, {2904: [np.int64(1603), np.int64(1031)]}]",[-0.01234123 -0.57262638],"[np.float64(0.5726263798413473), np.float64(0.10218405001388604)]",0.00017243523476590704,2.107632267073106e-06,"[{878: array([0.01412307, 0.01403846])}, {821: array([-0.01933871,  0.00519609])}, {2904: array([ 0.00521564, -0.01923455])}]"
781,959,Sim_Triangle,"[(np.float64(0.7521079726065404), np.float64(0.1267304975725618)), (np.float64(0.7572131549570282), np.float64(0.1460342287737061)), (np.float64(0.7379477934843682), np.float64(0.1408170317618284))]","[{943: [np.int64(1418), np.int64(1388)]}, {1220: [np.int64(1418), np.int64(887)]}, {1449: [np.int64(1388), np.int64(887)]}]",[-0.01195734 -0.74908964],"[np.float64(0.7490896403493122), np.float64(0.1378605860360321)]",0.00017262930862852697,3.2765776070982796e-11,"[{1449: array([ 0.01930373, -0.00510518])}, {943: array([-0.0052172 ,  0.01926536])}, {1220: array([-0.01408653, -0.01416018])}]"
782,960,Sim_Triangle,"[(np.float64(0.9826842193066687), np.float64(0.6900496765493906)), (np.float64(0.9823424257066412), np.float64(0.7097296137577644)), (np.float64(0.9653741574864342), np.float64(0.6999866708678575))]","[{402: [np.int64(1265), np.int64(206)]}, {1005: [np.int64(1265), np.int64(1263)]}, {1104: [np.int64(206), np.int64(1263)]}]",[ 0.50456193 -0.97680027],"[np.float64(0.9768002674999147), np.float64(0.6999219870583375)]",0.00016863226431686133,6.094443530322872e-82,"[{1104: array([0.01967994, 0.00034179])}, {402: array([-0.00974294,  0.01696827])}, {1005: array([-0.00993699, -0.01731006])}]"
783,961,Sim_Triangle,"[(np.float64(0.1599999999996745), np.float64(0.0)), (np.float64(0.1799999999996162), np.float64(0.0)), (np.float64(0.1691196694786097), np.float64(0.01874739881737443))]","[{8: [np.int64(16), np.int64(15)]}, {364: [np.int64(16), np.int64(221)]}, {791: [np.int64(221), np.int64(15)]}]",[-0.02769218 -0.16970656],"[np.float64(0.16970655649263347), np.float64(0.00624913293912481)]",0.00018747398817319758,5.346687969170653e-08,"[{8: array([ 0.  , -0.02])}, {364: array([0.0187474 , 0.01088033])}, {791: array([-0.0187474 ,  0.00911967])}]"
784,962,Sim_Triangle,"[(np.float64(0.7615444836221497), np.float64(0.7005629934702027)), (np.float64(0.7476783420393677), np.float64(0.713882065728773)), (np.float64(0.7424373749647222), np.float64(0.6953010483662023))]","[{775: [np.int64(1072), np.int64(1311)]}, {1027: [np.int64(1072), np.int64(793)]}, {1190: [np.int64(793), np.int64(1311)]}]",[ 0.55313802 -0.7505534 ],"[np.float64(0.7505534002087465), np.float64(0.703248702521726)]",0.00016372591833676328,4.42902701984977e-80,"[{1027: array([0.01331907, 0.01386614])}, {775: array([-0.01858102,  0.00524097])}, {1190: array([ 0.00526195, -0.01910711])}]"
785,963,Sim_Triangle,"[(np.float64(0.2965173950101063), np.float64(0.09330393400908898)), (np.float64(0.3157430719955566), np.float64(0.09848235345698109)), (np.float64(0.3016432503943128), np.float64(0.1125319578891874))]","[{825: [np.int64(682), np.int64(622)]}, {966: [np.int64(681), np.int64(682)]}, {1299: [np.int64(681), np.int64(622)]}]",[ 0.0405125  -0.30463457],"[np.float64(0.3046345724666586), np.float64(0.10143941511841915)]",0.00017156397348931993,9.822324353610987e-07,"[{1299: array([ 0.00517842, -0.01922568])}, {825: array([0.0140496 , 0.01409982])}, {966: array([-0.01922802,  0.00512586])}]"
786,964,Sim_Triangle,"[(np.float64(0.926348253511022), np.float64(0.8522104214987876)), (np.float64(0.9452783119028338), np.float64(0.8578060777492188)), (np.float64(0.9295504681106588), np.float64(0.8729527582178706))]","[{2161: [np.int64(1112), np.int64(987)]}, {2415: [np.int64(986), np.int64(987)]}, {3482: [np.int64(1112), np.int64(986)]}]",[ 0.67424462 -0.93372568],"[np.float64(0.933725677841505), np.float64(0.8609897524886256)]",0.000187367576567592,4.406663450962979e-109,"[{2415: array([ 0.00559566, -0.01893006])}, {2161: array([0.01514668, 0.01572784])}, {3482: array([-0.02074234,  0.00320221])}]"
787,965,Sim_Triangle,"[(np.float64(0.8716186943839528), np.float64(0.7128169021270206)), (np.float64(0.8767041783160094), np.float64(0.732050040474786)), (np.float64(0.8574880401577258), np.float64(0.7268100941802103))]","[{836: [np.int64(531), np.int64(1262)]}, {1066: [np.int64(596), np.int64(1262)]}, {1306: [np.int64(531), np.int64(596)]}]",[ 0.55017162 -0.86860364],"[np.float64(0.8686036376192293), np.float64(0.7238923455940056)]",0.00017146949051106796,2.0134472042051127e-85,"[{1306: array([ 0.01923314, -0.00508548])}, {1066: array([-0.00523995,  0.01921614])}, {836: array([-0.01399319, -0.01413065])}]"
788,966,Sim_Triangle,"[(np.float64(0.2965173950101063), np.float64(0.09330393400908898)), (np.float64(0.3016432503943128), np.float64(0.1125319578891874)), (np.float64(0.2824400935985972), np.float64(0.1073135112978955))]","[{934: [np.int64(682), np.int64(683)]}, {963: [np.int64(681), np.int64(682)]}, {1921: [np.int64(681), np.int64(683)]}]",[ 0.04567642 -0.29353358],"[np.float64(0.2935335796676721), np.float64(0.10438313439872397)]",0.00017124487744206324,2.9798021933055543e-07,"[{963: array([ 0.01922802, -0.00512586])}, {934: array([-0.00521845,  0.01920316])}, {1921: array([-0.01400958, -0.0140773 ])}]"
789,967,Sim_Triangle,"[(np.float64(0.5622019471667687), np.float64(0.4860814635114238)), (np.float64(0.548139919674882), np.float64(0.500081282861458)), (np.float64(0.5430493032106212), np.float64(0.4809044125522141))]","[{848: [np.int64(881), np.int64(1291)]}, {1002: [np.int64(881), np.int64(1481)]}, {1810: [np.int64(1481), np.int64(1291)]}]",[ 0.37879631 -0.55113039],"[np.float64(0.5511303900174239), np.float64(0.4890223863083653)]",0.0001704666941884483,1.418779040293e-24,"[{848: array([0.01399982, 0.01406203])}, {1810: array([-0.01917687,  0.00509062])}, {1002: array([ 0.00517705, -0.01915264])}]"
790,968,Sim_Triangle,"[(np.float64(0.413143076126588), np.float64(0.1961436101308772)), (np.float64(0.4080405560080853), np.float64(0.1769276459484455)), (np.float64(0.4272586023256074), np.float64(0.1820813040574818))]","[{974: [np.int64(845), np.int64(1293)]}, {1383: [np.int64(1162), np.int64(845)]}, {2916: [np.int64(1162), np.int64(1293)]}]",[ 0.10182137 -0.41614741],"[np.float64(0.41614741148676027), np.float64(0.18505085337893482)]",0.00017149832275428783,5.979821419118649e-08,"[{1383: array([-0.01921596,  0.00510252])}, {974: array([ 0.00515366, -0.01921805])}, {2916: array([0.01406231, 0.01411553])}]"
791,969,Sim_Triangle,"[(np.float64(0.2569826519744181), np.float64(0.2075479230193546)), (np.float64(0.2760884987800497), np.float64(0.2127101195105642)), (np.float64(0.2620648162587147), np.float64(0.2266874644963436))]","[{1164: [np.int64(253), np.int64(1422)]}, {1489: [np.int64(256), np.int64(1422)]}, {2473: [np.int64(256), np.int64(253)]}]",[ 0.16263944 -0.26504532],"[np.float64(0.26504532233772754), np.float64(0.21564850234208746)]",0.0001697210083766187,7.011658595171895e-13,"[{2473: array([ 0.0051622 , -0.01910585])}, {1489: array([0.01397734, 0.01402368])}, {1164: array([-0.01913954,  0.00508216])}]"
792,970,Sim_Triangle,"[(np.float64(0.8422533663881657), np.float64(0.6691709029394894)), (np.float64(0.8473078637661733), np.float64(0.6883796444035944)), (np.float64(0.8280720147220604), np.float64(0.6831519382537207))]","[{827: [np.int64(474), np.int64(483)]}, {1117: [np.int64(481), np.int64(474)]}, {1746: [np.int64(481), np.int64(483)]}]",[ 0.51239195 -0.83921108],"[np.float64(0.8392110816254664), np.float64(0.6802341618656015)]",0.00017153651205169262,6.263617071600303e-73,"[{1117: array([ 0.01920874, -0.0050545 ])}, {1746: array([-0.00522771,  0.01923585])}, {827: array([-0.01398104, -0.01418135])}]"
793,971,Sim_Triangle,"[(np.float64(0.6967699008114641), np.float64(0.2549217892062826)), (np.float64(0.7108919643350615), np.float64(0.2408599965270478)), (np.float64(0.7160061553395278), np.float64(0.2601188847756311))]","[{973: [np.int64(1337), np.int64(333)]}, {2248: [np.int64(329), np.int64(1337)]}, {2379: [np.int64(329), np.int64(333)]}]",[ 0.11038902 -0.70788934],"[np.float64(0.7078893401620178), np.float64(0.25196689016965385)]",0.0001719449684335856,3.4102688005286905e-14,"[{2379: array([-0.01406179, -0.01412206])}, {973: array([ 0.01925889, -0.00511419])}, {2248: array([-0.0051971 ,  0.01923625])}]"
794,972,Sim_Triangle,"[(np.float64(0.982680486122786), np.float64(0.5900079572939845)), (np.float64(1.0), np.float64(0.5999999999989468)), (np.float64(0.9832004842094573), np.float64(0.6091646839029827))]","[{932: [np.int64(227), np.int64(1276)]}, {1283: [np.int64(227), np.int64(86)]}, {1475: [np.int64(1276), np.int64(86)]}]",[ 0.40199882 -0.98862699],"[np.float64(0.9886269901107477), np.float64(0.5997242137319713)]",0.00016329467462901083,2.2421901797107228e-73,"[{1283: array([ 0.00999204, -0.01731951])}, {1475: array([0.00916468, 0.01679952])}, {932: array([-0.01915673,  0.00052   ])}]"
795,973,Sim_Triangle,"[(np.float64(0.7108919643350615), np.float64(0.2408599965270478)), (np.float64(0.7301387876361201), np.float64(0.2460613317134412)), (np.float64(0.7160061553395278), np.float64(0.2601188847756311))]","[{971: [np.int64(1337), np.int64(333)]}, {1102: [np.int64(344), np.int64(1337)]}, {2038: [np.int64(344), np.int64(333)]}]",[ 0.10521094 -0.7190123 ],"[np.float64(0.7190123024369032), np.float64(0.24901340433870667)]",0.00017203589873692436,2.787427874266096e-14,"[{2038: array([ 0.00520134, -0.01924682])}, {1102: array([0.01405755, 0.01413263])}, {971: array([-0.01925889,  0.00511419])}]"
796,974,Sim_Triangle,"[(np.float64(0.4080405560080853), np.float64(0.1769276459484455)), (np.float64(0.4221352730519106), np.float64(0.1628883493544295)), (np.float64(0.4272586023256074), np.float64(0.1820813040574818))]","[{968: [np.int64(845), np.int64(1293)]}, {1093: [np.int64(845), np.int64(783)]}, {1214: [np.int64(1293), np.int64(783)]}]",[ 0.0901368  -0.41914481],"[np.float64(0.41914481046186775), np.float64(0.17396576645345227)]",0.00017122360249835616,1.1642150698580118e-07,"[{1093: array([-0.0140393 , -0.01409472])}, {1214: array([ 0.01919295, -0.00512333])}, {968: array([-0.00515366,  0.01921805])}]"
797,975,Sim_Triangle,"[(np.float64(1.0), np.float64(0.4799999999987418)), (np.float64(1.0), np.float64(0.4999999999986943)), (np.float64(0.9826353657483635), np.float64(0.4901045910718583))]","[{74: [np.int64(80), np.int64(81)]}, {985: [np.int64(80), np.int64(1300)]}, {1407: [np.int64(81), np.int64(1300)]}]",[ 0.29119251 -0.99421179],"[np.float64(0.9942117885827878), np.float64(0.49003486368976484)]",0.00017364634251595238,5.180853086578288e-57,"[{74: array([ 0.02, -0.  ])}, {1407: array([-0.00989541,  0.01736463])}, {985: array([-0.01010459, -0.01736463])}]"
798,976,Sim_Triangle,"[(np.float64(0.9551943518823187), np.float64(0.3585267093796096)), (np.float64(0.9653224628392314), np.float64(0.3402602600739434)), (np.float64(0.9713783078421099), np.float64(0.3597783353880999))]","[{589: [np.int64(1082), np.int64(1414)]}, {3289: [np.int64(1082), np.int64(1844)]}, {3461: [np.int64(1844), np.int64(1414)]}]",[ 0.16006209 -0.96396504],"[np.float64(0.9639650408545534), np.float64(0.35285510161388434)]",0.0001541500090976037,2.6750526252051407e-38,"[{589: array([-0.01826645, -0.01012811])}, {3461: array([ 0.01951808, -0.00605585])}, {3289: array([-0.00125163,  0.01618396])}]"
799,977,Sim_Triangle,"[(np.float64(0.3960602394379026), np.float64(0.2631499896549707)), (np.float64(0.4100981335992526), np.float64(0.2489615142627398)), (np.float64(0.4152022424380205), np.float64(0.2681554494736393))]","[{914: [np.int64(313), np.int64(1363)]}, {1120: [np.int64(1363), np.int64(270)]}, {1544: [np.int64(313), np.int64(270)]}]",[ 0.17866494 -0.40712021],"[np.float64(0.4071202051583919), np.float64(0.26008898446378326)]",0.00017093097684427167,3.999771716971973e-11,"[{1544: array([-0.01418848, -0.01403789])}, {1120: array([ 0.01919394, -0.00510411])}, {914: array([-0.00500546,  0.019142  ])}]"
800,978,Sim_Triangle,"[(np.float64(0.4197708128837366), np.float64(0.0358874006200243)), (np.float64(0.3999636832280464), np.float64(0.03463631693367639)), (np.float64(0.4099542236898055), np.float64(0.01752644465763014))]","[{778: [np.int64(1392), np.int64(1255)]}, {955: [np.int64(1392), np.int64(1251)]}, {2091: [np.int64(1251), np.int64(1255)]}]",[-0.05262919 -0.40989624],"[np.float64(0.4098962399338628), np.float64(0.02935005407044361)]",0.00017569823037672644,0.0008507801693005347,"[{2091: array([-0.00125108,  0.01980713])}, {955: array([-0.01710987, -0.00999054])}, {778: array([ 0.01836096, -0.00981659])}]"
801,979,Sim_Triangle,"[(np.float64(0.3157430719955566), np.float64(0.09848235345698109)), (np.float64(0.3349712841097261), np.float64(0.1036668038191869)), (np.float64(0.3208797323217382), np.float64(0.1177484145848987))]","[{825: [np.int64(1259), np.int64(622)]}, {1056: [np.int64(1259), np.int64(572)]}, {1448: [np.int64(572), np.int64(622)]}]",[ 0.04185958 -0.3238647 ],"[np.float64(0.3238646961423403), np.float64(0.1066325239536889)]",0.00017191057474177728,1.679550494131399e-06,"[{1448: array([ 0.00518445, -0.01922821])}, {1056: array([0.01408161, 0.01409155])}, {825: array([-0.01926606,  0.00513666])}]"
802,980,Sim_Triangle,"[(np.float64(0.8434074559157004), np.float64(0.7408162707911123)), (np.float64(0.8485273446919861), np.float64(0.7600548454008029)), (np.float64(0.8293763411221697), np.float64(0.7548462792644541))]","[{875: [np.int64(856), np.int64(858)]}, {1097: [np.int64(856), np.int64(857)]}, {1296: [np.int64(857), np.int64(858)]}]",[ 0.58381839 -0.84043705],"[np.float64(0.8404370472432854), np.float64(0.7519057984854566)]",0.00017088536586316449,6.841846116725326e-95,"[{1097: array([ 0.01923857, -0.00511989])}, {875: array([-0.00520857,  0.019151  ])}, {1296: array([-0.01403001, -0.01403111])}]"
